500, 220752, 0, 4096
1000, 221400, 0, 4096
1500, 221384, 0, 4096
2000, 176512, 0, 4096
2500, 173144, 0, 4096
3000, 219624, 0, 4096
3500, 221464, 0, 4096
4000, 220440, 0, 4096
4500, 220624, 0, 4096
5000, 222008, 0, 4096
5500, 221048, 0, 4096
6000, 221640, 0, 4096
6500, 220960, 0, 4096
7000, 222192, 0, 4096
7500, 219512, 0, 4096
8000, 221720, 0, 4096
8500, 221448, 0, 4096
9000, 220296, 0, 4096
9500, 221608, 0, 4096
10000, 222152, 0, 4096
10500, 221640, 0, 4096
11000, 218968, 0, 4096
11500, 223520, 0, 4096
12095, 183025, 0, 4096
12595, 176520, 0, 4096
13095, 219280, 0, 4096
13595, 219136, 0, 4096
14096, 221288, 0, 4096
14596, 222440, 0, 4096
15096, 220096, 0, 4096
15596, 221880, 0, 4096
16096, 221600, 0, 4096
16596, 221480, 0, 4096
17096, 219608, 0, 4096
17596, 220952, 0, 4096
18096, 219464, 0, 4096
18596, 221152, 0, 4096
19096, 219704, 0, 4096
19596, 222288, 0, 4096
20096, 221608, 0, 4096
20596, 220248, 0, 4096
21096, 222384, 0, 4096
21596, 220632, 0, 4096
22096, 220704, 0, 4096
22596, 173512, 0, 4096
23096, 174096, 0, 4096
23596, 220232, 0, 4096
24096, 220152, 0, 4096
24596, 221624, 0, 4096
25096, 221464, 0, 4096
25596, 219824, 0, 4096
26096, 220328, 0, 4096
26596, 221496, 0, 4096
27096, 220800, 0, 4096
27596, 221816, 0, 4096
28096, 219952, 0, 4096
28596, 220008, 0, 4096
29096, 217408, 0, 4096
29596, 218320, 0, 4096
30096, 218840, 0, 4096
30596, 221736, 0, 4096
31096, 223224, 0, 4096
31596, 221704, 0, 4096
32096, 221496, 0, 4096
32596, 219968, 0, 4096
33096, 176608, 0, 4096
33596, 174936, 0, 4096
34096, 219768, 0, 4096
34596, 220664, 0, 4096
35096, 221936, 0, 4096
35596, 220000, 0, 4096
36096, 221376, 0, 4096
36596, 221688, 0, 4096
37096, 220328, 0, 4096
37596, 222496, 0, 4096
38096, 220528, 0, 4096
38596, 218992, 0, 4096
39096, 218936, 0, 4096
39596, 222104, 0, 4096
