500, 32872, 1, 4096
1000, 33984, 1, 4096
1500, 33656, 1, 4096
2000, 31832, 1, 4096
2500, 33952, 1, 4096
3000, 34864, 1, 4096
3500, 33384, 1, 4096
4001, 32552, 1, 4096
4501, 33496, 1, 4096
5001, 33984, 1, 4096
5501, 26736, 1, 4096
6001, 34472, 1, 4096
6501, 25624, 1, 4096
7002, 33392, 1, 4096
7502, 32184, 1, 4096
8002, 33152, 1, 4096
8502, 33768, 1, 4096
9003, 34336, 1, 4096
9503, 33184, 1, 4096
10003, 32440, 1, 4096
10503, 33408, 1, 4096
11004, 33448, 1, 4096
11504, 32944, 1, 4096
12004, 35424, 1, 4096
12504, 34328, 1, 4096
13004, 32152, 1, 4096
13505, 32312, 1, 4096
14005, 32520, 1, 4096
14505, 33256, 1, 4096
15005, 32592, 1, 4096
15505, 32560, 1, 4096
16005, 26744, 1, 4096
16506, 34016, 1, 4096
17006, 27024, 1, 4096
17506, 33192, 1, 4096
18006, 34624, 1, 4096
18506, 34080, 1, 4096
19006, 34296, 1, 4096
19506, 33560, 1, 4096
20006, 33832, 1, 4096
20506, 33104, 1, 4096
21006, 32760, 1, 4096
21506, 33784, 1, 4096
22006, 32824, 1, 4096
22506, 33264, 1, 4096
23006, 32608, 1, 4096
23507, 31456, 1, 4096
24007, 33752, 1, 4096
24507, 32536, 1, 4096
25007, 31880, 1, 4096
25507, 32600, 1, 4096
26007, 33224, 1, 4096
26507, 26696, 1, 4096
27035, 28812, 1, 4096
27535, 32728, 1, 4096
28035, 32968, 1, 4096
28535, 32760, 1, 4096
29035, 33136, 1, 4096
29536, 31512, 1, 4096
30036, 33088, 1, 4096
30536, 32192, 1, 4096
31036, 32488, 1, 4096
31536, 32880, 1, 4096
32036, 33072, 1, 4096
32536, 33808, 1, 4096
33037, 32632, 1, 4096
33537, 33240, 1, 4096
34037, 31840, 1, 4096
34537, 31304, 1, 4096
35037, 32776, 1, 4096
35537, 31592, 1, 4096
36037, 31912, 1, 4096
36608, 27201, 1, 4096
37109, 32056, 1, 4096
37609, 25144, 1, 4096
38109, 31632, 1, 4096
38609, 32824, 1, 4096
39109, 32544, 1, 4096
39610, 32040, 1, 4096
40110, 31968, 1, 4096
40610, 31408, 1, 4096
41110, 32488, 1, 4096
41610, 32256, 1, 4096
42110, 32576, 1, 4096
42611, 32048, 1, 4096
43111, 32192, 1, 4096
43611, 33480, 1, 4096
44111, 31992, 1, 4096
44611, 31984, 1, 4096
45111, 33168, 1, 4096
45611, 32416, 1, 4096
46112, 32776, 1, 4096
46612, 32448, 1, 4096
47113, 26616, 1, 4096
47613, 31528, 1, 4096
48113, 25480, 1, 4096
48613, 32312, 1, 4096
49113, 31824, 1, 4096
49613, 33240, 1, 4096
50113, 30712, 1, 4096
50613, 32936, 1, 4096
51113, 31120, 1, 4096
51614, 31696, 1, 4096
52114, 31528, 1, 4096
52614, 32000, 1, 4096
53114, 32368, 1, 4096
53614, 31344, 1, 4096
54114, 30704, 1, 4096
54615, 30392, 1, 4096
55115, 31112, 1, 4096
55615, 30712, 1, 4096
56116, 30672, 1, 4096
56616, 29880, 1, 4096
57116, 29952, 1, 4096
57616, 23880, 1, 4096
58116, 29656, 1, 4096
58616, 23496, 1, 4096
59116, 30896, 1, 4096
59616, 28712, 1, 4096
60117, 31136, 1, 4096
60617, 29064, 1, 4096
61117, 31288, 1, 4096
61617, 30440, 1, 4096
62117, 30952, 1, 4096
62617, 29192, 1, 4096
63117, 30936, 1, 4096
63617, 28320, 1, 4096
64118, 29752, 1, 4096
64618, 28008, 1, 4096
65118, 31032, 1, 4096
65618, 29096, 1, 4096
66118, 29296, 1, 4096
66618, 29688, 1, 4096
67118, 28712, 1, 4096
67618, 27792, 1, 4096
68118, 24864, 1, 4096
68669, 22080, 1, 4096
69169, 30088, 1, 4096
69669, 29176, 1, 4096
70169, 30920, 1, 4096
70669, 30000, 1, 4096
71170, 30176, 1, 4096
71670, 27984, 1, 4096
72170, 29016, 1, 4096
72670, 27496, 1, 4096
73170, 28712, 1, 4096
73670, 26616, 1, 4096
74170, 28472, 1, 4096
74670, 26456, 1, 4096
75170, 27336, 1, 4096
75670, 24664, 1, 4096
76171, 25280, 1, 4096
76671, 25688, 1, 4096
77171, 26392, 1, 4096
77671, 26200, 1, 4096
78242, 22800, 1, 4096
78742, 26376, 1, 4096
79242, 21008, 1, 4096
79743, 26048, 1, 4096
80243, 23688, 1, 4096
80743, 24232, 1, 4096
81244, 23672, 1, 4096
81744, 23224, 1, 4096
82244, 24448, 1, 4096
82744, 20672, 1, 4096
83244, 21648, 1, 4096
83744, 22256, 1, 4096
84244, 22696, 1, 4096
84745, 23496, 1, 4096
85245, 24816, 1, 4096
85745, 24192, 1, 4096
86246, 25032, 1, 4096
86746, 26696, 1, 4096
87246, 26360, 1, 4096
87746, 25456, 1, 4096
88247, 25024, 1, 4096
88747, 21368, 1, 4096
89247, 26760, 1, 4096
89747, 20584, 1, 4096
90247, 26696, 1, 4096
90748, 27320, 1, 4096
91248, 26640, 1, 4096
91748, 26048, 1, 4096
92248, 25640, 1, 4096
92748, 26696, 1, 4096
93248, 26384, 1, 4096
93748, 26472, 1, 4096
94248, 27272, 1, 4096
94749, 27008, 1, 4096
95249, 25216, 1, 4096
95749, 26672, 1, 4096
96249, 26896, 1, 4096
96749, 27760, 1, 4096
97249, 26080, 1, 4096
97750, 27016, 1, 4096
98250, 26128, 1, 4096
98750, 27312, 1, 4096
99250, 21040, 1, 4096
99750, 26752, 1, 4096
100250, 20944, 1, 4096
100750, 27240, 1, 4096
101250, 25424, 1, 4096
101750, 26336, 1, 4096
102251, 26768, 1, 4096
102751, 26792, 1, 4096
103251, 25608, 1, 4096
103751, 26648, 1, 4096
104251, 26480, 1, 4096
104751, 26240, 1, 4096
105251, 26520, 1, 4096
105752, 27216, 1, 4096
106252, 25696, 1, 4096
106752, 26416, 1, 4096
107252, 26456, 1, 4096
107752, 26976, 1, 4096
108252, 26048, 1, 4096
108752, 26360, 1, 4096
109252, 25288, 1, 4096
109753, 21504, 1, 4096
110302, 20772, 1, 4096
110802, 26352, 1, 4096
111302, 26520, 1, 4096
111802, 26592, 1, 4096
112302, 26336, 1, 4096
112803, 26120, 1, 4096
113303, 26320, 1, 4096
113803, 26584, 1, 4096
114303, 26032, 1, 4096
114803, 26408, 1, 4096
115304, 25392, 1, 4096
115804, 27056, 1, 4096
116304, 25768, 1, 4096
116805, 27400, 1, 4096
117305, 25520, 1, 4096
117805, 25176, 1, 4096
118306, 26504, 1, 4096
118806, 26832, 1, 4096
119306, 25928, 1, 4096
119876, 21859, 1, 4096
120376, 25672, 1, 4096
120876, 21576, 1, 4096
121377, 26552, 1, 4096
121877, 26896, 1, 4096
122378, 26392, 1, 4096
122878, 26544, 1, 4096
123378, 25952, 1, 4096
123878, 26800, 1, 4096
124378, 27336, 1, 4096
124878, 26960, 1, 4096
125378, 25840, 1, 4096
125878, 26336, 1, 4096
126379, 26216, 1, 4096
126879, 25648, 1, 4096
127379, 25704, 1, 4096
127879, 26400, 1, 4096
128379, 26000, 1, 4096
128880, 25624, 1, 4096
129380, 26312, 1, 4096
129880, 26456, 1, 4096
130380, 21224, 1, 4096
130880, 25256, 1, 4096
131381, 19928, 1, 4096
131881, 26056, 1, 4096
132381, 26264, 1, 4096
132881, 24048, 1, 4096
133381, 25040, 1, 4096
133881, 26000, 1, 4096
134382, 23912, 1, 4096
134882, 25712, 1, 4096
135382, 25288, 1, 4096
135882, 23008, 1, 4096
136382, 23400, 1, 4096
136882, 22696, 1, 4096
137382, 23072, 1, 4096
137883, 21880, 1, 4096
138383, 21968, 1, 4096
138884, 20512, 1, 4096
139384, 20848, 1, 4096
139884, 18296, 1, 4096
140385, 19216, 1, 4096
140885, 15240, 1, 4096
141385, 18464, 1, 4096
141886, 15016, 1, 4096
142386, 17160, 1, 4096
142886, 16544, 1, 4096
143386, 17696, 1, 4096
143886, 15952, 1, 4096
144387, 18112, 1, 4096
144887, 17528, 1, 4096
145387, 15496, 1, 4096
145887, 17128, 1, 4096
146388, 16183, 1, 4096
146888, 15784, 1, 4096
147388, 15544, 1, 4096
147888, 16704, 1, 4096
148389, 15200, 1, 4096
148889, 16408, 1, 4096
149389, 14688, 1, 4096
149889, 15712, 1, 4096
150389, 15408, 1, 4096
150890, 14000, 1, 4096
151390, 12392, 1, 4096
151936, 12242, 1, 4096
152436, 15480, 1, 4096
152936, 14048, 1, 4096
153436, 15448, 1, 4096
153936, 13792, 1, 4096
154436, 13392, 1, 4096
154937, 13952, 1, 4096
155438, 13688, 1, 4096
155938, 11880, 1, 4096
156438, 13296, 1, 4096
156938, 12840, 1, 4096
157439, 12408, 1, 4096
157939, 13592, 1, 4096
158439, 10632, 1, 4096
158939, 13120, 1, 4096
159440, 12776, 1, 4096
159940, 12320, 1, 4096
160441, 11688, 1, 4096
160941, 11224, 1, 4096
161513, 9975, 1, 4096
162014, 13848, 1, 4096
162514, 10512, 1, 4096
163014, 14328, 1, 4096
163515, 12568, 1, 4096
164015, 11760, 1, 4096
164516, 11984, 1, 4096
165016, 12984, 1, 4096
165516, 11328, 1, 4096
166016, 12616, 1, 4096
166516, 12920, 1, 4096
167016, 13192, 1, 4096
167516, 12336, 1, 4096
168016, 13392, 1, 4096
168517, 12816, 1, 4096
169017, 12440, 1, 4096
169517, 13152, 1, 4096
170017, 12240, 1, 4096
170519, 11944, 1, 4096
171019, 13504, 1, 4096
171519, 11984, 1, 4096
172019, 12712, 1, 4096
172519, 13128, 1, 4096
173019, 11936, 1, 4096
173520, 12720, 1, 4096
174020, 12296, 1, 4096
174521, 13360, 1, 4096
175021, 11376, 1, 4096
175521, 12128, 1, 4096
176021, 11712, 1, 4096
176521, 11136, 1, 4096
177022, 13840, 1, 4096
177522, 13064, 1, 4096
178023, 12552, 1, 4096
178523, 12752, 1, 4096
179023, 12536, 1, 4096
179523, 11920, 1, 4096
180024, 12424, 1, 4096
180524, 13984, 1, 4096
181024, 12456, 1, 4096
181525, 12544, 1, 4096
182025, 13608, 1, 4096
182525, 11256, 1, 4096
183025, 13264, 1, 4096
183526, 12312, 1, 4096
184026, 11664, 1, 4096
184526, 12312, 1, 4096
185026, 13432, 1, 4096
185527, 11528, 1, 4096
186027, 14488, 1, 4096
186527, 14112, 1, 4096
187027, 13344, 1, 4096
187527, 12016, 1, 4096
188028, 14424, 1, 4096
188528, 12712, 1, 4096
189028, 13424, 1, 4096
189529, 12320, 1, 4096
190029, 12640, 1, 4096
190529, 12080, 1, 4096
191029, 13528, 1, 4096
191529, 13032, 1, 4096
192030, 13344, 1, 4096
192530, 13424, 1, 4096
193031, 12880, 1, 4096
193569, 10282, 1, 4096
194069, 16464, 1, 4096
194570, 12224, 1, 4096
195071, 14363, 1, 4096
195571, 12544, 1, 4096
196071, 12608, 1, 4096
196573, 12820, 1, 4096
197073, 12096, 1, 4096
197574, 12736, 1, 4096
198075, 13032, 1, 4096
198575, 12808, 1, 4096
199076, 11440, 1, 4096
199576, 13152, 1, 4096
200076, 14512, 1, 4096
200576, 13592, 1, 4096
201077, 13616, 1, 4096
201577, 14904, 1, 4096
202077, 13168, 1, 4096
202577, 13704, 1, 4096
203146, 11191, 1, 4096
203647, 16016, 1, 4096
204147, 12960, 1, 4096
204647, 15200, 1, 4096
205148, 13024, 1, 4096
205648, 11656, 1, 4096
206148, 13480, 1, 4096
206649, 12248, 1, 4096
207150, 13900, 1, 4096
207651, 11904, 1, 4096
208151, 13296, 1, 4096
208651, 12472, 1, 4096
209151, 13984, 1, 4096
209651, 14200, 1, 4096
210151, 13848, 1, 4096
210651, 13024, 1, 4096
211151, 14008, 1, 4096
211651, 13976, 1, 4096
212152, 12520, 1, 4096
212652, 14024, 1, 4096
213152, 14240, 1, 4096
213653, 12848, 1, 4096
214153, 14584, 1, 4096
214653, 13664, 1, 4096
215153, 13632, 1, 4096
215654, 15216, 1, 4096
216154, 13784, 1, 4096
216654, 15160, 1, 4096
217155, 12888, 1, 4096
217655, 14000, 1, 4096
218155, 13544, 1, 4096
218655, 13368, 1, 4096
219155, 13968, 1, 4096
219655, 14152, 1, 4096
220155, 14192, 1, 4096
220656, 12552, 1, 4096
221156, 15256, 1, 4096
221656, 15544, 1, 4096
222157, 13928, 1, 4096
222657, 15016, 1, 4096
223157, 12808, 1, 4096
223658, 13264, 1, 4096
224158, 13424, 1, 4096
224658, 15600, 1, 4096
225159, 13400, 1, 4096
225659, 13624, 1, 4096
226160, 15320, 1, 4096
226661, 14011, 1, 4096
227161, 15448, 1, 4096
227662, 13384, 1, 4096
228162, 14728, 1, 4096
228662, 14328, 1, 4096
229162, 15304, 1, 4096
229663, 14896, 1, 4096
230163, 15112, 1, 4096
230663, 13672, 1, 4096
231164, 14896, 1, 4096
231664, 13824, 1, 4096
232164, 14784, 1, 4096
232666, 14794, 1, 4096
233166, 14680, 1, 4096
233666, 14992, 1, 4096
234166, 15320, 1, 4096
234666, 12360, 1, 4096
235203, 12149, 1, 4096
235703, 15592, 1, 4096
236203, 14752, 1, 4096
236704, 14368, 1, 4096
237204, 14848, 1, 4096
237704, 15544, 1, 4096
238205, 13808, 1, 4096
238705, 15016, 1, 4096
239205, 15992, 1, 4096
239706, 15024, 1, 4096
240206, 14416, 1, 4096
240706, 15328, 1, 4096
241206, 14696, 1, 4096
241706, 15696, 1, 4096
242207, 14024, 1, 4096
242707, 15424, 1, 4096
243208, 14328, 1, 4096
243708, 15072, 1, 4096
244208, 15016, 1, 4096
244781, 11195, 1, 4096
245281, 17616, 1, 4096
245782, 13936, 1, 4096
246282, 15712, 1, 4096
246783, 15744, 1, 4096
247283, 15032, 1, 4096
247783, 15120, 1, 4096
248283, 15296, 1, 4096
248783, 15520, 1, 4096
249284, 14920, 1, 4096
249785, 15688, 1, 4096
250286, 16168, 1, 4096
250786, 15264, 1, 4096
251286, 15216, 1, 4096
251786, 15376, 1, 4096
252287, 16296, 1, 4096
252787, 14336, 1, 4096
253287, 15432, 1, 4096
253788, 15408, 1, 4096
254288, 16008, 1, 4096
254788, 15224, 1, 4096
255288, 13032, 1, 4096
255788, 18336, 1, 4096
256289, 13552, 1, 4096
256789, 16104, 1, 4096
257289, 15240, 1, 4096
257789, 14048, 1, 4096
258289, 15528, 1, 4096
258790, 15744, 1, 4096
259290, 15032, 1, 4096
259790, 15000, 1, 4096
260291, 15680, 1, 4096
260791, 16200, 1, 4096
261291, 14888, 1, 4096
261791, 16520, 1, 4096
262292, 16200, 1, 4096
262792, 14552, 1, 4096
263292, 14112, 1, 4096
263793, 15488, 1, 4096
264293, 15696, 1, 4096
264793, 16488, 1, 4096
265293, 16016, 1, 4096
265793, 13520, 1, 4096
266293, 17400, 1, 4096
266793, 14928, 1, 4096
267293, 17128, 1, 4096
267794, 15392, 1, 4096
268294, 15384, 1, 4096
268794, 15632, 1, 4096
269294, 15640, 1, 4096
269794, 16600, 1, 4096
270295, 15800, 1, 4096
270795, 15896, 1, 4096
271295, 16872, 1, 4096
271796, 16400, 1, 4096
272296, 15736, 1, 4096
272797, 15320, 1, 4096
273297, 16904, 1, 4096
273797, 16424, 1, 4096
274298, 15792, 1, 4096
274798, 16224, 1, 4096
275298, 16744, 1, 4096
275799, 16264, 1, 4096
276299, 15384, 1, 4096
276840, 14706, 1, 4096
277341, 18048, 1, 4096
277841, 15456, 1, 4096
278341, 15064, 1, 4096
278841, 15592, 1, 4096
279341, 17400, 1, 4096
279842, 16192, 1, 4096
280342, 17752, 1, 4096
280842, 16464, 1, 4096
281343, 16368, 1, 4096
281843, 16376, 1, 4096
282343, 17032, 1, 4096
282844, 16808, 1, 4096
283344, 17800, 1, 4096
283845, 16248, 1, 4096
284345, 17152, 1, 4096
284845, 16680, 1, 4096
285345, 16424, 1, 4096
285845, 16000, 1, 4096
286415, 14193, 1, 4096
286915, 19800, 1, 4096
287415, 15792, 1, 4096
287915, 17968, 1, 4096
288416, 17064, 1, 4096
288916, 15928, 1, 4096
289416, 17296, 1, 4096
289917, 15368, 1, 4096
290417, 17096, 1, 4096
290917, 18056, 1, 4096
291418, 17072, 1, 4096
291918, 16208, 1, 4096
292418, 16320, 1, 4096
292918, 16896, 1, 4096
293418, 16552, 1, 4096
293919, 16864, 1, 4096
294419, 17552, 1, 4096
294919, 18472, 1, 4096
295419, 16368, 1, 4096
295920, 16664, 1, 4096
296420, 17720, 1, 4096
296920, 13608, 1, 4096
297420, 19136, 1, 4096
297920, 15216, 1, 4096
298420, 18168, 1, 4096
298921, 16944, 1, 4096
299421, 15664, 1, 4096
299921, 16552, 1, 4096
300422, 16736, 1, 4096
300922, 16808, 1, 4096
301422, 16952, 1, 4096
301922, 17696, 1, 4096
302422, 17688, 1, 4096
302923, 17456, 1, 4096
303423, 16056, 1, 4096
303923, 17456, 1, 4096
304424, 16512, 1, 4096
304924, 17672, 1, 4096
305424, 17168, 1, 4096
305924, 17424, 1, 4096
306425, 18168, 1, 4096
306925, 19008, 1, 4096
307425, 15504, 1, 4096
307925, 18960, 1, 4096
308425, 15312, 1, 4096
308926, 18456, 1, 4096
309426, 17496, 1, 4096
309926, 18296, 1, 4096
310427, 17960, 1, 4096
310927, 17696, 1, 4096
311427, 17408, 1, 4096
311927, 17952, 1, 4096
312428, 17648, 1, 4096
312928, 17240, 1, 4096
313428, 17792, 1, 4096
313928, 18864, 1, 4096
314428, 18328, 1, 4096
314929, 17152, 1, 4096
315429, 17744, 1, 4096
315929, 18544, 1, 4096
316429, 18440, 1, 4096
316930, 17616, 1, 4096
317430, 17936, 1, 4096
317931, 16152, 1, 4096
318477, 15897, 1, 4096
318977, 20640, 1, 4096
319478, 18576, 1, 4096
319978, 17776, 1, 4096
320478, 18792, 1, 4096
320978, 18152, 1, 4096
321478, 18352, 1, 4096
321978, 17608, 1, 4096
322478, 17232, 1, 4096
322978, 19264, 1, 4096
323478, 19016, 1, 4096
323979, 18208, 1, 4096
324479, 18336, 1, 4096
324979, 18280, 1, 4096
325480, 16520, 1, 4096
325980, 18200, 1, 4096
326480, 18880, 1, 4096
326980, 18456, 1, 4096
327480, 18592, 1, 4096
328050, 15261, 1, 4096
328550, 22640, 1, 4096
329050, 16200, 1, 4096
329550, 19576, 1, 4096
330051, 18528, 1, 4096
330551, 18056, 1, 4096
331051, 17512, 1, 4096
331551, 18696, 1, 4096
332051, 18976, 1, 4096
332551, 17832, 1, 4096
